starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 08 21:35:15 2013	1365449715	0	778	778	777
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	778
Mon Apr 08 21:35:39 2013	1365449739	0	778	778	778
Mon Apr 08 21:35:54 2013	1365449754	0	778	778	777
Mon Apr 08 21:35:32 2013	1365449732	0	778	778	778
Mon Apr 08 21:35:23 2013	1365449723	0	778	778	776
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	778	777
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	777
Mon Apr 08 21:35:03 2013	1365449703	0	778	778	777
Mon Apr 08 21:35:07 2013	1365449707	0	778	778	778
Mon Apr 08 21:35:00 2013	1365449700	0	778	778	777
Mon Apr 08 21:35:20 2013	1365449720	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	778
Mon Apr 08 21:35:43 2013	1365449743	0	778	778	778
Mon Apr 08 21:35:31 2013	1365449731	0	778	778	778
Mon Apr 08 21:35:37 2013	1365449737	0	778	778	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	778
Mon Apr 08 21:35:20 2013	1365449720	0	778	778	777
Mon Apr 08 21:35:27 2013	1365449727	0	778	778	777
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:15 2013	1365449715	0	778	778	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	778
Mon Apr 08 21:35:02 2013	1365449702	0	778	778	777
Mon Apr 08 21:35:27 2013	1365449727	0	778	778	778
Mon Apr 08 21:35:15 2013	1365449715	0	778	778	778
Mon Apr 08 21:35:15 2013	1365449715	0	778	778	778
Mon Apr 08 21:35:27 2013	1365449727	0	778	778	777
Mon Apr 08 21:35:15 2013	1365449715	0	778	778	777
Mon Apr 08 21:35:32 2013	1365449732	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:45 2013	1365449745	0	778	778	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	777
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	778
Mon Apr 08 21:35:33 2013	1365449733	0	778	778	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	778
Mon Apr 08 21:35:45 2013	1365449745	0	778	778	777
Mon Apr 08 21:35:32 2013	1365449732	0	778	778	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:15 2013	1365449715	0	778	778	777
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	778
Mon Apr 08 21:35:27 2013	1365449727	0	778	778	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	778
Mon Apr 08 21:35:09 2013	1365449709	0	778	778	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	777
Mon Apr 08 21:35:14 2013	1365449714	0	778	778	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	777
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	778
Mon Apr 08 21:35:27 2013	1365449727	0	778	778	777
Mon Apr 08 21:35:53 2013	1365449753	0	778	778	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	778
Mon Apr 08 21:35:54 2013	1365449754	0	778	778	778
Mon Apr 08 21:35:09 2013	1365449709	0	778	778	777
Mon Apr 08 21:35:45 2013	1365449745	0	778	778	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	778
Mon Apr 08 21:35:37 2013	1365449737	0	778	778	778
Mon Apr 08 21:35:25 2013	1365449725	0	778	778	777
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:27 2013	1365449727	0	778	778	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	778
Mon Apr 08 21:35:37 2013	1365449737	0	778	778	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	778	778
Mon Apr 08 21:35:42 2013	1365449742	0	778	778	778
Mon Apr 08 21:35:45 2013	1365449745	0	778	778	778
Mon Apr 08 21:35:15 2013	1365449715	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:54 2013	1365449754	0	778	778	777
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	778
Mon Apr 08 21:35:27 2013	1365449727	0	778	778	778
Mon Apr 08 21:35:03 2013	1365449703	0	778	778	777
Mon Apr 08 21:35:15 2013	1365449715	0	778	778	778
Mon Apr 08 21:35:53 2013	1365449753	0	778	778	778
Mon Apr 08 21:35:53 2013	1365449753	0	778	778	778
Mon Apr 08 21:35:14 2013	1365449714	0	778	778	778
Mon Apr 08 21:35:15 2013	1365449715	0	778	778	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	778	778
Mon Apr 08 21:35:27 2013	1365449727	0	778	778	778
Mon Apr 08 21:35:26 2013	1365449726	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:14 2013	1365449714	0	778	778	778
Mon Apr 08 21:35:48 2013	1365449748	0	778	778	778
Mon Apr 08 21:35:32 2013	1365449732	0	778	778	778
Mon Apr 08 21:35:39 2013	1365449739	0	778	778	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	778	778
Mon Apr 08 21:35:50 2013	1365449750	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:20 2013	1365449720	0	778	778	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	778
Mon Apr 08 21:35:26 2013	1365449726	0	778	778	778
Mon Apr 08 21:35:32 2013	1365449732	0	778	778	778
Mon Apr 08 21:35:32 2013	1365449732	0	778	778	778
Mon Apr 08 21:35:54 2013	1365449754	0	778	778	778
Mon Apr 08 21:35:39 2013	1365449739	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:54 2013	1365449754	0	778	778	778
Mon Apr 08 21:35:37 2013	1365449737	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	778
Mon Apr 08 21:35:20 2013	1365449720	0	778	778	778
Mon Apr 08 21:35:03 2013	1365449703	0	778	778	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	778
Mon Apr 08 21:35:50 2013	1365449750	0	778	778	778
Mon Apr 08 21:35:23 2013	1365449723	0	778	778	778
Mon Apr 08 21:35:07 2013	1365449707	0	778	778	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	778
Mon Apr 08 21:35:11 2013	1365449711	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:50 2013	1365449750	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:43 2013	1365449743	0	778	778	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	778
Mon Apr 08 21:35:07 2013	1365449707	0	778	778	778
Mon Apr 08 21:35:07 2013	1365449707	0	778	778	778
Mon Apr 08 21:35:14 2013	1365449714	0	778	778	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	778
Mon Apr 08 21:35:48 2013	1365449748	0	778	778	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	778	778
Mon Apr 08 21:35:09 2013	1365449709	0	778	778	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	778	778
Mon Apr 08 21:35:00 2013	1365449700	0	778	778	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	778	778
Mon Apr 08 21:35:39 2013	1365449739	0	778	778	778
Mon Apr 08 21:35:20 2013	1365449720	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:37 2013	1365449737	0	778	778	778
Mon Apr 08 21:35:32 2013	1365449732	0	778	778	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	778
Mon Apr 08 21:35:50 2013	1365449750	0	778	778	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	778	778
Mon Apr 08 21:35:37 2013	1365449737	0	778	778	778
Mon Apr 08 21:35:54 2013	1365449754	0	778	778	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	778
Mon Apr 08 21:35:20 2013	1365449720	0	778	778	778
Mon Apr 08 21:35:54 2013	1365449754	0	778	778	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	778	778
Mon Apr 08 21:35:27 2013	1365449727	0	778	778	778
Mon Apr 08 21:35:26 2013	1365449726	0	778	778	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	778	778
Mon Apr 08 21:35:32 2013	1365449732	0	778	778	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	778	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	778	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	778	778
Mon Apr 08 21:35:37 2013	1365449737	0	778	778	778
Mon Apr 08 21:35:07 2013	1365449707	0	778	778	778
Mon Apr 08 21:35:32 2013	1365449732	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:27 2013	1365449727	0	778	778	777
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:50 2013	1365449750	0	778	778	778
Mon Apr 08 21:35:50 2013	1365449750	0	778	778	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	778	778
Mon Apr 08 21:35:02 2013	1365449702	0	778	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	779	778
Mon Apr 08 21:35:37 2013	1365449737	0	778	779	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	779	778
Mon Apr 08 21:35:31 2013	1365449731	0	778	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	779	778
Mon Apr 08 21:35:42 2013	1365449742	0	778	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	778	779	778
Mon Apr 08 21:35:31 2013	1365449731	0	778	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	779	778
Mon Apr 08 21:35:11 2013	1365449711	0	778	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	778	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	778	779	778
Mon Apr 08 21:35:54 2013	1365449754	0	778	779	778
Mon Apr 08 21:35:33 2013	1365449733	0	778	779	778
Mon Apr 08 21:35:51 2013	1365449751	0	778	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	779	778
Mon Apr 08 21:35:39 2013	1365449739	0	778	779	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	779	778
Mon Apr 08 21:35:14 2013	1365449714	0	778	779	778
Mon Apr 08 21:35:07 2013	1365449707	0	778	779	778
Mon Apr 08 21:35:23 2013	1365449723	0	778	779	778
Mon Apr 08 21:35:54 2013	1365449754	0	778	779	778
Mon Apr 08 21:35:14 2013	1365449714	0	778	779	778
Mon Apr 08 21:35:54 2013	1365449754	0	778	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	779	778
Mon Apr 08 21:35:51 2013	1365449751	0	778	779	777
Mon Apr 08 21:35:28 2013	1365449728	0	778	779	778
Mon Apr 08 21:35:25 2013	1365449725	0	778	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	779	778
Mon Apr 08 21:35:41 2013	1365449741	0	778	779	778
Mon Apr 08 21:35:07 2013	1365449707	0	778	779	778
Mon Apr 08 21:35:26 2013	1365449726	0	778	779	778
Mon Apr 08 21:35:04 2013	1365449704	0	778	779	778
Mon Apr 08 21:35:37 2013	1365449737	0	778	779	778
Mon Apr 08 21:35:46 2013	1365449746	0	778	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	778	779	778
Mon Apr 08 21:35:26 2013	1365449726	0	778	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	778	779	778
Mon Apr 08 21:35:54 2013	1365449754	0	778	779	778
Mon Apr 08 21:35:02 2013	1365449702	0	778	779	778
Mon Apr 08 21:35:33 2013	1365449733	0	778	779	778
Mon Apr 08 21:35:33 2013	1365449733	0	778	779	778
Mon Apr 08 21:35:25 2013	1365449725	0	778	779	778
Mon Apr 08 21:35:48 2013	1365449748	0	778	779	778
Mon Apr 08 21:35:46 2013	1365449746	0	779	779	778
Mon Apr 08 21:35:54 2013	1365449754	0	779	779	778
Mon Apr 08 21:35:32 2013	1365449732	0	778	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:45 2013	1365449745	0	779	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	779	779	778
Mon Apr 08 21:35:46 2013	1365449746	0	779	779	778
Mon Apr 08 21:35:37 2013	1365449737	0	779	779	778
Mon Apr 08 21:35:14 2013	1365449714	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:48 2013	1365449748	0	779	779	778
Mon Apr 08 21:35:32 2013	1365449732	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:08 2013	1365449708	0	779	779	778
Mon Apr 08 21:35:37 2013	1365449737	0	779	779	778
Mon Apr 08 21:35:33 2013	1365449733	0	779	779	778
Mon Apr 08 21:35:46 2013	1365449746	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:02 2013	1365449702	0	779	779	777
Mon Apr 08 21:35:28 2013	1365449728	0	779	779	778
Mon Apr 08 21:35:03 2013	1365449703	0	779	779	778
Mon Apr 08 21:35:08 2013	1365449708	0	779	779	778
Mon Apr 08 21:35:09 2013	1365449709	0	779	779	778
Mon Apr 08 21:35:46 2013	1365449746	0	779	779	778
Mon Apr 08 21:35:26 2013	1365449726	0	779	779	778
Mon Apr 08 21:35:32 2013	1365449732	0	779	779	778
Mon Apr 08 21:35:41 2013	1365449741	0	779	779	778
Mon Apr 08 21:35:54 2013	1365449754	0	779	779	778
Mon Apr 08 21:35:27 2013	1365449727	0	779	779	778
Mon Apr 08 21:35:33 2013	1365449733	0	779	779	778
Mon Apr 08 21:35:41 2013	1365449741	0	779	779	778
Mon Apr 08 21:35:13 2013	1365449713	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	779	779	779
Mon Apr 08 21:35:53 2013	1365449753	0	779	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	779	779	778
Mon Apr 08 21:35:23 2013	1365449723	0	779	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	779	779	778
Mon Apr 08 21:35:54 2013	1365449754	0	779	779	778
Mon Apr 08 21:35:42 2013	1365449742	0	779	779	777
Mon Apr 08 21:35:14 2013	1365449714	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:53 2013	1365449753	0	779	779	778
Mon Apr 08 21:35:37 2013	1365449737	0	779	779	779
Mon Apr 08 21:35:33 2013	1365449733	0	779	779	778
Mon Apr 08 21:35:14 2013	1365449714	0	779	779	777
Mon Apr 08 21:35:00 2013	1365449700	0	779	779	778
Mon Apr 08 21:35:46 2013	1365449746	0	779	779	779
Mon Apr 08 21:35:46 2013	1365449746	0	779	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	779
Mon Apr 08 21:35:27 2013	1365449727	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:27 2013	1365449727	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:09 2013	1365449709	0	779	779	777
Mon Apr 08 21:35:46 2013	1365449746	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:41 2013	1365449741	0	779	779	778
Mon Apr 08 21:35:37 2013	1365449737	0	779	779	778
Mon Apr 08 21:35:29 2013	1365449729	0	779	779	778
Mon Apr 08 21:35:08 2013	1365449708	0	779	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:57 2013	1365449757	0	779	779	778
Mon Apr 08 21:35:26 2013	1365449726	0	779	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	779	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	779	779	778
Mon Apr 08 21:35:31 2013	1365449731	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:07 2013	1365449707	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:54 2013	1365449754	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	779	779	777
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:33 2013	1365449733	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	779	779	778
Mon Apr 08 21:35:14 2013	1365449714	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:06 2013	1365449706	0	779	779	778
Mon Apr 08 21:35:46 2013	1365449746	0	779	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	779	779	778
Mon Apr 08 21:35:50 2013	1365449750	0	779	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	779	779	778
Mon Apr 08 21:35:08 2013	1365449708	0	779	779	778
Mon Apr 08 21:35:14 2013	1365449714	0	779	779	778
Mon Apr 08 21:35:41 2013	1365449741	0	779	779	778
Mon Apr 08 21:35:09 2013	1365449709	0	779	779	778
Mon Apr 08 21:35:33 2013	1365449733	0	779	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	779	779	778
Mon Apr 08 21:35:17 2013	1365449717	0	779	779	778
Mon Apr 08 21:35:23 2013	1365449723	0	779	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	779	779	778
Mon Apr 08 21:35:33 2013	1365449733	0	779	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	779	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	779	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	779	779	778
Mon Apr 08 21:35:54 2013	1365449754	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:33 2013	1365449733	0	779	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	779	779	778
Mon Apr 08 21:35:39 2013	1365449739	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:32 2013	1365449732	0	779	779	778
Mon Apr 08 21:35:46 2013	1365449746	0	779	779	778
Mon Apr 08 21:35:46 2013	1365449746	0	779	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:26 2013	1365449726	0	779	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	779	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	779	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	779	779	778
Mon Apr 08 21:35:26 2013	1365449726	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:36 2013	1365449736	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:45 2013	1365449745	0	779	779	777
Mon Apr 08 21:35:25 2013	1365449725	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:44 2013	1365449744	0	779	779	778
Mon Apr 08 21:35:08 2013	1365449708	0	779	779	778
Mon Apr 08 21:35:37 2013	1365449737	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:57 2013	1365449757	0	779	779	778
Mon Apr 08 21:35:15 2013	1365449715	0	779	779	778
Mon Apr 08 21:35:39 2013	1365449739	0	779	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:11 2013	1365449711	0	779	779	778
Mon Apr 08 21:35:20 2013	1365449720	0	779	779	778
Mon Apr 08 21:35:28 2013	1365449728	0	779	779	779
Mon Apr 08 21:35:37 2013	1365449737	0	779	779	778
